id,Text1,Text2,Class
19052,"Four men working putting a tree into the ground , two are looking away , while the other two are shoveling the tree into the ground.",Some kids are trying to dig up a tree.,Conflict
19053,A man wearing an orange shirt and helmet.,A man is taking a shower.,Conflict
19054,A guy riding a BMX bicycle along a trail.,A guy riding a BMX bicycle along the beach.,Conflict
19055,An elderly Asian man has his arm around the shoulder of another elderly Asian man outdoors in the daytime.,A boy shoots a bow and arrow at a target.,Conflict
19056,"Two guys in a mirror , one has no shirt on and the other has a black shirt and it shaving.",two guys are in a mirror,Duplicate
19057,"A blond girl wearing flannel and a brunette wearing a red shirt , both in jeans , are sitting in a tree with a crowd in the background.",girls at busy park,Neutral
19058,A woman reads by a windmill.,A woman is sleeping by a roller coaster.,Conflict
19059,A small boy looking at things through a microscope.,A child studies very small objects..,Neutral
19060,Two people rafting down a river near pine trees.,people on raft,Duplicate
19061,A woman has her arm around a small girl and they are smiling.,Two people smile.,Duplicate
19062,A baby dressed in pink lies on a white carpeted floor and leans against a white wall.,The baby is destroying the new wallpaper.,Conflict
19063,A couple hugs while alone on a platform near train tracks.,One person in the couple is about to board the train alone.,Neutral
19064,A brass band is sitting on stage.,The band is running on the stage.,Conflict
19065,The couple eat their meal outside.,A couple eats outside.,Duplicate
19066,A man wearing a knit cap is standing behind a stand with light fixtures on it.,A guy stands in front of lights.,Duplicate
19067,A child on a fake horse ride.,A child is playing on a children 's toy.,Duplicate
19068,An adult and a child walking in front of a circle building.,A couple people are walking.,Duplicate
19069,A woman in a red swimsuit and blue swim cap swims underwater while wearing a pair of yellow nose plugs.,there is a woman underwater in a race,Neutral
19070,"A man behind the wheel of a ship , stops to pose for a picture.",A man on the Titanic tries to escape the sinking ship,Conflict
19071,"Three men , two of whom are wearing white jumpsuits , stand together talking on a boat.",three men are standing,Duplicate
19072,A fireman in action during an intense fire.,A fireman at work.,Duplicate
19073,A man standing in the water.,The man is standing in a pool.,Neutral
19074,Four asian women dressed in yellow dresses perform a ballet.,A group of girls plays basketball.,Conflict
19075,An adult is helping a child repel in a mountain setting.,A child playing Frisbee with his dad.,Conflict
19076,A man in tan pants and a woman wearing a knee brace dancing.,The two people dancing both have broken legs.,Conflict
19077,A group of people sit on a rocky ledge with a scenic view behind them.,men and women sit on a ledge,Neutral
19078,A nervous looking woman with red-hair is working with possibly dangerous materials in a lab.,A woman is enjoying a cake.,Conflict
19079,Two young men stand outside a home in the middle of winter with no coats on and wait to be let in.,The men are not wearing jackets.,Duplicate
19080,A woman is looking upset holding a water bottle in front of a wall with writing on it.,the woman is not happy,Duplicate
19081,A laughing woman leans on the legs of a sitting man while lying on a bed of pebbles.,A woman wearing a necklace leans against a man.,Neutral
19082,A drummer is sitting behind a drum kit near to someone playing a guitar.,There are two people who are afraid of instruments.,Conflict
19083,A couple of people are watching a cruise ship.,A few people discuss how much fun it would be to take a vacation together.,Neutral
19084,A dog is perched up against a tree looking at the top.,The pet is going for a ride in the car.,Conflict
19085,Two women await a traffic light at the crosswalk.,The people await the light at a stoplight.,Duplicate
19086,A woman is riding a blue bike.,The woman is riding her blue motorcycle.,Neutral
19087,"A young man with a painted face , much like that of a clown , looks downward with a sullen stare.",a women stares at the ground,Conflict
19088,A group of children sitting together on a bench.,A group of children sit together at a park.,Neutral
19089,"Surrounded by spectators , a man in a red shirt , white pants and visor , swings a golf club.",A man in a cap swings a bat.,Conflict
19090,"In this photo , a man is delivering something on his bike.",A man leave some message,Neutral
19091,"A group of people , at least two of whom are drinking out of wineglasses , are standing in a hallway.",A group of people are chugging beer cans.,Conflict
19092,"A young , pregnant woman works as a waitress.",The waitress is pregnant.,Duplicate
19093,A man in a hat looks at a waterfall.,A man is swimming in the waterfall,Conflict
19094,Two children running with green jerseys on.,two kids on a soccer team,Neutral
19095,The toddler in the green shirt has buried his legs in the sand.,The toddler in the green shirt has buried his legs in the sand and ca n't break free.,Neutral
19096,4 guys in white outfits are in a studio.,The guys are indoors.,Duplicate
19097,"Three men playing football where one guy wearing a red uniform is holding the football , the second guy wearing a red uniform and the third guy wearing a white uniform.",Three men are playing football.,Duplicate
19098,A little girl in a purple shirt is drinking a Diet Coke.,"Little girl at a restaurant , served a Diet Coke.",Neutral
19099,"Many sports people dressed in black swim wear , yellow cap and goggle boisterously swimming across a body of water with a surrounding plush vegetation.",Nobody is wearing a yellow hat.,Conflict
19100,Woman standing at an ATM in a casino.,The lovely woman enjoyed her walk down the sandy beach.,Conflict
19101,Young man wearing a wear jacket is behind a counter in a jewelry store gazing off into the distance.,A man is gazing off into the distance.,Duplicate
19102,People walking on a street together.,nobody is walking,Conflict
19103,A man in a baseball cap does a skateboard jump on a half pipe.,A woman is skateboarding.,Conflict
19104,Two children playing above a blue water hose.,There are children playing outdoors.,Duplicate
19105,Two brown dogs play in the water.,Two dogs chasing each other in water.,Neutral
19106,A woman looks inside a sandwich vending machine.,The woman wants a beef sandwich,Neutral
19107,"An older Asian man wears a black and green jacket and a New York City hat , holding a bicycle rental sign.",An older man holds a sign.,Duplicate
